,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city
401,2017 Renault KWID RXT AMT,₹ 3 Lakh,2017,799 cc,Third Party insurance,Automatic,"1,10,000 Kms",Second Owner,Petrol,53.3bhp,5,25.17 kmpl,Hatchback,Lucknow
402,2008 Hyundai Santro Xing GLS,₹ 1.25 Lakh,2008,1086 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Petrol,62.1bhp,5,17.92 kmpl,Hatchback,Lucknow
403,2016 Volkswagen Ameo 1.5 TDI Highline,₹ 4.50 Lakh,2016,1498 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Diesel,108.62bhp,5,21.66 kmpl,Sedan,Lucknow
404,2011 Volkswagen Polo Diesel Highline 1.2L,₹ 1.80 Lakh,2011,1199 cc,Third Party insurance,Manual,"80,000 Kms",Fifth Owner,Diesel,73.9bhp,5,22.07 kmpl,Hatchback,Lucknow
405,2019 Mahindra Marazzo M2 BSIV,₹ 7 Lakh,2019,1497 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,121bhp,7,17.3 kmpl,MUV,Lucknow
406,2011 Maruti Swift VDI,₹ 2.85 Lakh,2011,1248 cc,Third Party insurance,Manual,"90,000 Kms",Fourth Owner,Diesel,74bhp,5,22.9 kmpl,Hatchback,Lucknow
407,2019 Hyundai Grand i10 Nios Magna,₹ 5.55 Lakh,Feb-20,1197 cc,Third Party insurance,Manual,"16,772 Kms",Second Owner,Petrol,81.86bhp,5,20.7 kmpl,Hatchback,Lucknow
408,2019 Tata Tiago NRG Diesel,₹ 5.01 Lakh,Jun-19,1047 cc,Third Party,Manual,"49,711 Kms",First Owner,Diesel,69bhp,5,27 kmpl,Hatchback,Lucknow
409,2017 Hyundai Creta 1.4 E Plus CRDi,₹ 7.80 Lakh,Sep-17,1396 cc,Zero Dep,Manual,"87,608 Kms",First Owner,Diesel,88.7bhp,5,22.1 kmpl,SUV,Lucknow
410,2019 Ford Ecosport 1.5 Diesel Titanium BSIV,₹ 7.10 Lakh,May-19,1498 cc,Comprehensive,Manual,"82,812 Kms",First Owner,Diesel,98.96bhp,5,23 kmpl,SUV,Lucknow
411,2021 Honda WR-V SV,₹ 7.43 Lakh,Apr-21,1199 cc,Third Party insurance,Manual,"23,673 Kms",First Owner,Petrol,88.50bhp,5,16.5 kmpl,SUV,Lucknow
412,2018 Tata Nexon XM Diesel,₹ 6.16 Lakh,Apr-18,1497 cc,Third Party,Manual,"34,139 Kms",Second Owner,Diesel,113.42bhp,5,23.22 kmpl,SUV,Lucknow
413,2017 Hyundai i20 Sportz 1.2,₹ 4.90 Lakh,Apr-17,1197 cc,Third Party,Manual,"64,302 Kms",Second Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Lucknow
414,2013 Hyundai Santro Xing GLS CNG,₹ 2.30 Lakh,Jun-13,1086 cc,Comprehensive,Manual,"77,724 Kms",Second Owner,CNG,62.1bhp,5,11.88 kmpl,Hatchback,Lucknow
415,2020 Maruti Wagon R CNG LXI,₹ 5.61 Lakh,Feb-20,998 cc,Third Party insurance,Manual,"42,649 Kms",First Owner,CNG,58.33bhp,5,32.52 kmpl,Hatchback,Lucknow
416,2017 Hyundai Grand i10 1.2 Kappa Sportz Option AT,₹ 5.20 Lakh,Dec-17,1197 cc,Comprehensive,Automatic,"21,231 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Lucknow
417,2016 Maruti Wagon R VXI BS IV,₹ 3.55 Lakh,Feb-16,998 cc,Third Party,Manual,"25,619 Kms",First Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
418,2018 Tata Nexon KRAZ,₹ 6.17 Lakh,Jun-18,1198 cc,Comprehensive,Manual,"49,355 Kms",First Owner,Petrol,108.5bhp,5,17 kmpl,SUV,Lucknow
419,2011 Maruti Swift VDI,₹ 2.80 Lakh,2011,1248 cc,Third Party insurance,Manual,"1,00,000 Kms",Fourth Owner,Diesel,74bhp,5,22.9 kmpl,Hatchback,Lucknow
420,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,₹ 8 Lakh,2018,1248 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Diesel,88.5bhp,5,25.1 kmpl,SUV,Lucknow
421,2010 Tata Indigo TDI,₹ 1.40 Lakh,2010,1405 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Diesel,70bhp,5,19.61 kmpl,Sedan,Lucknow
422,2010 Tata Indigo TDI,₹ 2.25 Lakh,2010,1405 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Diesel,70bhp,5,19.61 kmpl,Sedan,Lucknow
423,2023 Maruti Baleno Sigma BSVI,₹ 7 Lakh,2023,1197 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,88.50bhp,5,22.35 kmpl,Hatchback,Lucknow
424,2011 Tata Indica Aqua 1.4 TDI,₹ 1.50 Lakh,2011,1405 cc,Third Party insurance,Manual,"1,10,000 Kms",Fourth Owner,Diesel,71 PS at 4500 rpm,5,17 kmpl,Hatchback,Lucknow
425,2014 Ford Ecosport 1.5 DV5 MT Trend,₹ 4.50 Lakh,2014,1498 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Diesel,89.84bhp,5,22.7 kmpl,SUV,Lucknow
426,2016 Toyota Fortuner 4x2 AT,₹ 15 Lakh,2016,2982 cc,Third Party insurance,Automatic,"1,20,000 Kms",First Owner,Diesel,168.5bhp,7,12.55 kmpl,SUV,Lucknow
427,2022 Tata Nexon XZ BSVI,₹ 8.72 Lakh,Jun-22,1199 cc,Third Party,Manual,"15,525 Kms",First Owner,Petrol,118.36bhp,5,17.57 kmpl,SUV,Lucknow
428,2015 Maruti Celerio VXI AMT,₹ 3.86 Lakh,Apr-15,998 cc,Third Party,Automatic,"24,371 Kms",First Owner,Petrol,65.71bhp,5,26.68 kmpl,Hatchback,Lucknow
429,2016 Maruti Vitara Brezza VDi Option,₹ 5.53 Lakh,Jun-16,1248 cc,Comprehensive,Manual,"1,06,634 Kms",Second Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Lucknow
430,2018 Ford Freestyle Ambiente Diesel,₹ 5.04 Lakh,Jul-18,1498 cc,Comprehensive,Manual,"90,038 Kms",Second Owner,Diesel,98.63bhp,5,24.4 kmpl,Hatchback,Lucknow
431,2015 Maruti Swift Dzire VDI,₹ 4.76 Lakh,Apr-15,1248 cc,Comprehensive,Manual,"67,933 Kms",Second Owner,Diesel,74bhp,5,26.59 kmpl,Sedan,Lucknow
432,2018 Toyota Fortuner 2.8 4WD AT BSIV,₹ 29.70 Lakh,Mar-18,2755 cc,Comprehensive,Automatic,"29,486 Kms",First Owner,Diesel,174.5bhp,7,15.04 kmpl,SUV,Lucknow
433,2020 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 5.40 Lakh,Nov-20,1197 cc,Third Party,Manual,"16,996 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Lucknow
434,2018 Maruti Celerio X AMT ZXI Option BSIV,₹ 3.79 Lakh,Mar-19,998 cc,Third Party insurance,Automatic,"1,24,932 Kms",First Owner,Petrol,67bhp,5,21.63 kmpl,Hatchback,Lucknow
435,2020 Toyota Glanza V,₹ 6.56 Lakh,Oct-20,1197 cc,Comprehensive,Manual,"25,940 Kms",First Owner,Petrol,88.50bhp,5,22.35 kmpl,Hatchback,Lucknow
436,2019 Hyundai Grand i10 Nios Magna,₹ 5 Lakh,Jul-20,1197 cc,Third Party,Manual,"42,299 Kms",Second Owner,Petrol,81.86bhp,5,20.7 kmpl,Hatchback,Lucknow
437,2018 Maruti Celerio X ZXI Option BSIV,₹ 4.91 Lakh,Mar-18,998 cc,Third Party,Manual,"38,933 Kms",First Owner,Petrol,67bhp,5,21.63 kmpl,Hatchback,Lucknow
438,2020 Maruti SX4 S Cross Alpha,₹ 9.65 Lakh,Aug-20,1462 cc,Third Party insurance,Manual,"39,300 Kms",First Owner,Petrol,103.25bhp,5,18.55 kmpl,SUV,Lucknow
439,2012 Tata Indigo LX,₹ 1.50 Lakh,2012,1405 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,70,5,17 kmpl,Sedan,Lucknow
440,2018 Maruti Wagon R VXI BS IV,₹ 3.75 Lakh,2018,998 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
441,2015 Nissan Terrano XL Plus 85 PS,₹ 4 Lakh,2015,1461 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Diesel,83.8bhp,5,20.45 kmpl,SUV,Lucknow
442,2015 Nissan Terrano XL Plus 85 PS,₹ 4 Lakh,2015,1461 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Diesel,83.8bhp,5,20.45 kmpl,SUV,Lucknow
443,2015 Nissan Terrano XL Plus 85 PS,₹ 3.53 Lakh,2015,1461 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Diesel,83.8bhp,5,20.45 kmpl,SUV,Lucknow
444,2020 Maruti Baleno Zeta,₹ 6.50 Lakh,2020,1197 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Lucknow
445,2015 Nissan Terrano XL Plus 85 PS,₹ 4 Lakh,2015,1461 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Diesel,83.8bhp,5,20.45 kmpl,SUV,Lucknow
446,2016 Maruti Swift Dzire AMT ZDI,₹ 5.20 Lakh,2016,1248 cc,Third Party insurance,Automatic,"1,20,000 Kms",First Owner,Diesel,74bhp,5,26.59 kmpl,Sedan,Lucknow
447,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 4.97 Lakh,Sep-19,1197 cc,Third Party insurance,Manual,"20,329 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Lucknow
448,2018 Volkswagen Polo 1.5 TDI Comfortline,₹ 7.34 Lakh,Jun-18,1498 cc,Third Party,Manual,"56,598 Kms",First Owner,Diesel,88bhp,5,20.14 kmpl,Hatchback,Lucknow
449,2021 Maruti Baleno Zeta,₹ 6.82 Lakh,Jan-21,1197 cc,Zero Dep,Manual,"22,615 Kms",Second Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Lucknow
450,2020 Hyundai Santro Sportz CNG BSIV,₹ 4.82 Lakh,May-20,1086 cc,Third Party insurance,Manual,"85,312 Kms",First Owner,CNG,58bhp,5,30.48 km/kg,Hatchback,Lucknow
451,2022 Hyundai Santro Sportz CNG,₹ 5.59 Lakh,Apr-22,1086 cc,Third Party insurance,Manual,"25,586 Kms",First Owner,CNG,59.17bhp,5,30.48 km/kg,Hatchback,Lucknow
452,2017 Maruti Ignis 1.3 AMT Zeta,₹ 5.62 Lakh,Jun-17,1248 cc,Third Party,Automatic,"60,579 Kms",First Owner,Diesel,74bhp,5,26.8 kmpl,Hatchback,Lucknow
453,2020 Hyundai i20 Magna BSVI,₹ 5.84 Lakh,Dec-20,1197 cc,Third Party insurance,Manual,"95,585 Kms",First Owner,Petrol,81.80bhp,5,21 kmpl,Hatchback,Lucknow
454,2016 Volkswagen Jetta 2.0L TDI Comfortline,₹ 6.81 Lakh,Jun-16,1968 cc,Comprehensive,Manual,"1,05,068 Kms",First Owner,Diesel,138.03bhp,5,19.33 kmpl,Sedan,Lucknow
455,2015 Maruti Wagon R VXI BS IV,₹ 3.19 Lakh,Jan-16,998 cc,Third Party,Manual,"64,154 Kms",First Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
456,2017 Hyundai i20 Magna 1.2,₹ 5.40 Lakh,Apr-17,1197 cc,Zero Dep,Manual,"31,163 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Lucknow
457,2015 Honda City i VTEC SV,₹ 4.93 Lakh,May-15,1497 cc,Third Party insurance,Manual,"92,675 Kms",Second Owner,Petrol,117.3bhp,5,17.4 kmpl,Sedan,Lucknow
458,2016 Maruti Ciaz ZDi Plus SHVS,₹ 6.50 Lakh,2016,1248 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,88.5bhp,5,28.09 kmpl,Sedan,Lucknow
459,2009 Chevrolet Spark 1.0 LS,₹ 1.35 Lakh,2009,995 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,62bhp,5,18 kmpl,Hatchback,Lucknow
460,2021 Hyundai Venue SX Turbo,₹ 8 Lakh,2021,998 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,118.35bhp,5,18.27 kmpl,SUV,Lucknow
461,2022 Maruti Eeco 7 Seater STD 2020-2022,₹ 5 Lakh,2022,1196 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,72.41bhp,7,16.11 kmpl,Minivans,Lucknow
462,2009 Maruti Zen Estilo VXI BSIV,"₹ 80,000",2009,998 cc,Third Party insurance,Manual,"40,000 Kms",Second Owner,Petrol,67.1bhp,5,19 kmpl,Hatchback,Lucknow
463,2016 Mahindra Scorpio 1.99 S10,₹ 10 Lakh,2016,1997 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,120bhp,7,15.4 kmpl,SUV,Lucknow
464,2022 MG Hector Shine MT,₹ 15 Lakh,2022,1451 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,141bhp,5,,SUV,Lucknow
465,2015 Mahindra XUV500 W8 4WD,₹ 6.50 Lakh,2015,2179 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Diesel,140bhp,7,15.1 kmpl,SUV,Lucknow
466,2015 Skoda Rapid 1.5 TDI Active,₹ 3.94 Lakh,Jun-15,1498 cc,Third Party,Manual,"99,484 Kms",First Owner,Diesel,103.52bhp,5,21.14 kmpl,Sedan,Lucknow
467,2014 Maruti Alto K10 VXI,₹ 2.42 Lakh,Jul-14,998 cc,Third Party,Manual,"51,156 Kms",First Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Lucknow
468,2019 Honda City i-VTEC V,₹ 8.13 Lakh,Feb-19,1497 cc,Comprehensive,Manual,"38,693 Kms",Second Owner,Petrol,117.6bhp,5,17.4 kmpl,Sedan,Lucknow
469,2017 Maruti Baleno 1.2 CVT Delta,₹ 5.91 Lakh,Oct-17,1197 cc,Zero Dep,Automatic,"27,626 Kms",First Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Lucknow
470,2017 Mahindra Thar CRDe,₹ 6.52 Lakh,Aug-17,2498 cc,Third Party insurance,Manual,"63,510 Kms",First Owner,Diesel,105bhp,6,16.55 kmpl,SUV,Lucknow
471,2015 Maruti Wagon R VXI BS IV,₹ 2.93 Lakh,Mar-15,998 cc,Comprehensive,Manual,"96,498 Kms",First Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
472,2018 Toyota Etios Liva 1.4 VD,₹ 5.52 Lakh,Jun-18,1364 cc,Third Party,Manual,"26,195 Kms",First Owner,Diesel,67.04bhp,5,23.59 kmpl,Hatchback,Lucknow
473,2018 Tata Tiago 1.2 Revotron XT,₹ 4.04 Lakh,Dec-18,1199 cc,Third Party insurance,Manual,"38,017 Kms",First Owner,Petrol,84bhp,5,23.84 kmpl,Hatchback,Lucknow
474,2018 Honda City i-VTEC V,₹ 7.37 Lakh,Jul-18,1497 cc,Third Party insurance,Manual,"48,978 Kms",First Owner,Petrol,117.6bhp,5,17.4 kmpl,Sedan,Lucknow
475,2018 Mahindra Thar CRDe,₹ 6.82 Lakh,Nov-18,2498 cc,Zero Dep,Manual,"35,083 Kms",Second Owner,Diesel,105bhp,6,16.55 kmpl,SUV,Lucknow
476,2019 Maruti Swift VXI,₹ 5.42 Lakh,Dec-19,1197 cc,Third Party insurance,Manual,"56,907 Kms",First Owner,Petrol,88.50bhp,5,22.38 kmpl,Hatchback,Lucknow
477,2018 Maruti Swift Dzire AMT ZXI,₹ 6.41 Lakh,Jul-18,1197 cc,Third Party insurance,Automatic,"67,778 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Lucknow
478,2015 Tata Safari Storme EX,₹ 5.10 Lakh,2015,2179 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,147.94bhp,7,14.1 kmpl,SUV,Lucknow
479,2021 Jeep Compass 2.0 Limited Opt Diesel BSVI,₹ 22.50 Lakh,2021,1956 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,167.67bhp,5,17.1 kmpl,SUV,Lucknow
480,2012 Tata Indigo Classic Dicor,₹ 1.50 Lakh,2012,1396 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,70bhp,5,23.57 kmpl,Sedan,Lucknow
481,2013 Honda Amaze EX i-Vtech,₹ 2.50 Lakh,2013,1198 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Petrol,86.7bhp,5,18 kmpl,Sedan,Lucknow
482,2021 Mahindra Thar LX 4-Str Hard Top Diesel BSVI,₹ 10.20 Lakh,2021,2184 cc,Third Party insurance,Manual,"80,000 Kms",Third Owner,Diesel,130bhp,4,15.2 kmpl,SUV,Lucknow
483,2021 Tata Tiago XZ Plus BSVI,₹ 4.99 Lakh,2021,1199 cc,Third Party insurance,Manual,"50,000 Kms",Second Owner,Petrol,84.82bhp,5,19.01 kmpl,Hatchback,Lucknow
484,2020 Maruti Ciaz Delta BSVI,₹ 7.70 Lakh,2020,1462 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,103.25bhp,5,20.65 kmpl,Sedan,Lucknow
485,2019 Ford Endeavour Titanium Plus 4X2,₹ 26 Lakh,2019,2198 cc,Third Party insurance,Automatic,"1,10,000 Kms",First Owner,Diesel,158.2bhp,7,14.2 kmpl,SUV,Lucknow
486,2021 Renault KWID 1.0 RXT AMT Opt,₹ 4.72 Lakh,Mar-21,999 cc,Third Party,Automatic,"31,945 Kms",Second Owner,Petrol,67bhp,5,22 kmpl,Hatchback,Lucknow
487,2017 Skoda Rapid 1.5 TDI Style BSIV,₹ 6.55 Lakh,Apr-18,1498 cc,Zero Dep,Manual,"1,04,774 Kms",First Owner,Diesel,108.6bhp,5,21.13 kmpl,Sedan,Lucknow
488,2017 Maruti Swift VDI BSIV,₹ 4.39 Lakh,Oct-17,1248 cc,Zero Dep,Manual,"1,24,644 Kms",First Owner,Diesel,74bhp,5,25.2 kmpl,Hatchback,Lucknow
489,2015 Toyota Etios STD,₹ 4.66 Lakh,Jun-15,1364 cc,Third Party,Manual,"61,959 Kms",Second Owner,Diesel,67.05bhp,5,23.59 kmpl,Sedan,Lucknow
490,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,₹ 10.47 Lakh,Nov-21,998 cc,Third Party,Automatic,"14,785 Kms",First Owner,Petrol,118.41bhp,5,20.28 kmpl,Hatchback,Lucknow
491,2019 Maruti Vitara Brezza VDi,₹ 7.63 Lakh,Oct-19,1248 cc,Zero Dep,Manual,"54,264 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Lucknow
492,2015 Hyundai Grand i10 Sportz,₹ 3.31 Lakh,Feb-15,1197 cc,Comprehensive,Manual,"40,071 Kms",Second Owner,Petrol,82bhp,5,18.9 kmpl,Hatchback,Lucknow
493,2018 Honda Amaze S CVT i-VTEC,₹ 5.94 Lakh,Aug-19,1199 cc,Third Party insurance,Automatic,"37,153 Kms",First Owner,Petrol,88.7bhp,5,18.1 kmpl,Sedan,Lucknow
494,2019 Maruti Ciaz Delta BSIV,₹ 6.21 Lakh,May-19,1462 cc,Zero Dep,Manual,"91,391 Kms",First Owner,Petrol,103.25bhp,5,21.56 kmpl,Sedan,Lucknow
495,2020 Toyota Glanza G,₹ 6.05 Lakh,Dec-20,1197 cc,Third Party,Manual,"20,580 Kms",Second Owner,Petrol,88.50bhp,5,22.35 kmpl,Hatchback,Lucknow
496,2016 Volkswagen Ameo 1.2 MPI Highline,₹ 4.11 Lakh,Aug-16,1198 cc,Third Party insurance,Manual,"83,810 Kms",Second Owner,Petrol,73.75bhp,5,17 kmpl,Sedan,Lucknow
497,2022 Mahindra XUV700 AX5 7 Str BSVI,₹ 18 Lakh,2022,1999 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,197.13bhp,7,,SUV,Lucknow
498,2017 Maruti Vitara Brezza ZDi,₹ 7 Lakh,2017,1248 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Lucknow
499,2012 BMW 3 Series 320d Sport Line,₹ 9.30 Lakh,2012,1995 cc,Third Party insurance,Automatic,"1,20,000 Kms",Second Owner,Diesel,184bhp,5,18.88 kmpl,Sedan,Lucknow
500,2014 BMW 3 Series 320d Luxury Line,₹ 10.50 Lakh,2014,1995 cc,Third Party insurance,Automatic,"1,00,000 Kms",First Owner,Diesel,184bhp,5,18.88 kmpl,Sedan,Lucknow
501,2021 Maruti Vitara Brezza ZXI Plus,₹ 8.50 Lakh,2021,1462 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,103.26bhp,5,17.03 kmpl,SUV,Lucknow
502,2012 Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,₹ 4.25 Lakh,2012,2179 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,120bhp,8,12.05 kmpl,SUV,Lucknow
503,2010 Maruti Alto LXi,₹ 1.20 Lakh,2010,796 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Petrol,46.3bhp,5,19.7 kmpl,Hatchback,Lucknow
504,2018 Honda City i-DTEC SV,₹ 7.50 Lakh,2018,1498 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,97.9bhp,5,25.6 kmpl,Sedan,Lucknow
505,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 4.52 Lakh,Jul-18,1197 cc,Third Party insurance,Manual,"73,914 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Lucknow
506,2022 Tata Tigor XZ CNG BSVI,₹ 7.34 Lakh,Mar-22,1199 cc,Third Party,Manual,"44,321 Kms",First Owner,CNG,72.40bhp,5,26.49 kmpl,Sedan,Lucknow
507,2015 Maruti SX4 S Cross DDiS 200 Alpha,₹ 5.03 Lakh,Nov-15,1248 cc,Third Party insurance,Manual,"60,743 Kms",Second Owner,Diesel,88.5bhp,5,23.65 kmpl,SUV,Lucknow
508,2021 Maruti Wagon R CNG LXI,₹ 5.37 Lakh,Jul-21,998 cc,Third Party,Manual,"36,430 Kms",First Owner,CNG,58.33bhp,5,32.52 kmpl,Hatchback,Lucknow
509,2017 Honda City i VTEC CVT VX,₹ 7.24 Lakh,Mar-17,1497 cc,Comprehensive,Automatic,"63,157 Kms",Second Owner,Petrol,117.3bhp,5,18 kmpl,Sedan,Lucknow
510,2017 Maruti Swift VDI Optional,₹ 4.69 Lakh,May-17,1248 cc,Third Party,Manual,"73,848 Kms",First Owner,Diesel,74bhp,5,25.2 kmpl,Hatchback,Lucknow
511,2020 Maruti Swift Dzire VXI 1.2,₹ 6.50 Lakh,Mar-20,1197 cc,Third Party insurance,Manual,"22,328 Kms",Second Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Lucknow
512,2022 Maruti Celerio ZXI,₹ 5.47 Lakh,Apr-22,998 cc,Comprehensive,Manual,"3,592 Kms",First Owner,Petrol,65.71bhp,5,25.24 kmpl,Hatchback,Lucknow
513,2017 Maruti Wagon R VXI BS IV,₹ 3.24 Lakh,Jun-17,998 cc,Comprehensive,Manual,"57,138 Kms",First Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
514,2019 Hyundai Creta 1.6 SX Option,₹ 9.34 Lakh,Sep-19,1591 cc,Third Party insurance,Manual,"52,076 Kms",First Owner,Petrol,121.3bhp,5,15.8 kmpl,SUV,Lucknow
515,2016 Maruti Swift Dzire VXI,₹ 4.30 Lakh,Aug-16,1197 cc,Third Party insurance,Manual,"53,383 Kms",Second Owner,Petrol,88.50bhp,5,22.41 kmpl,Sedan,Lucknow
516,2017 Mahindra KUV 100 mFALCON D75 K4 Plus 5str,₹ 4.03 Lakh,Apr-17,1198 cc,Comprehensive,Manual,"77,551 Kms",First Owner,Diesel,77bhp,5,25.32 kmpl,SUV,Lucknow
517,2012 Maruti SX4 ZDI,₹ 3 Lakh,2012,1248 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,88.8bhp,5,21.5 kmpl,Sedan,Lucknow
518,2020 Maruti SX4 S Cross Delta DDiS 200 SH,₹ 8 Lakh,2020,1248 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Diesel,88.5bhp,5,25.1 kmpl,SUV,Lucknow
519,2018 Ford Endeavour 3.2 Titanium AT 4X4,₹ 21.80 Lakh,2018,3198 cc,Third Party insurance,Automatic,"1,50,000 Kms",First Owner,Diesel,197bhp,7,10.91 kmpl,SUV,Lucknow
520,2016 Tata Safari Storme VX Varicor 400,₹ 7 Lakh,2016,2179 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,153.86bhp,7,14.1 kmpl,SUV,Lucknow
521,2012 Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,₹ 4 Lakh,2012,2179 cc,Third Party insurance,Manual,"1,50,000 Kms",First Owner,Diesel,120bhp,8,12.05 kmpl,SUV,Lucknow
522,2022 Hyundai Aura S CNG,₹ 7.75 Lakh,2022,1197 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,CNG,68.05bhp,5,28 km/kg,Sedan,Lucknow
523,2020 Maruti SX4 S Cross Delta DDiS 200 SH,₹ 7.80 Lakh,2020,1248 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Diesel,88.5bhp,5,25.1 kmpl,SUV,Lucknow
524,2020 Maruti SX4 S Cross Delta DDiS 200 SH,₹ 7.80 Lakh,2020,1248 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Diesel,88.5bhp,5,25.1 kmpl,SUV,Lucknow
525,2018 Honda WR-V Edge Edition i-DTEC S,₹ 6.20 Lakh,Jun-18,1498 cc,Third Party,Manual,"85,965 Kms",First Owner,Diesel,98.6bhp,5,25.5 kmpl,SUV,Lucknow
526,2017 Maruti Swift VXI,₹ 4.65 Lakh,Dec-17,1197 cc,Third Party insurance,Manual,"42,955 Kms",First Owner,Petrol,88.50bhp,5,22.38 kmpl,Hatchback,Lucknow
527,2018 Honda WR-V i-VTEC S,₹ 5.75 Lakh,Jun-18,1199 cc,Third Party,Manual,"30,143 Kms",Second Owner,Petrol,88.7bhp,5,17.5 kmpl,SUV,Lucknow
528,2021 Maruti S-Presso VXI 2019-2022,₹ 3.88 Lakh,Jul-21,998 cc,Zero Dep,Manual,"25,844 Kms",First Owner,Petrol,65.71bhp,5,21.7 kmpl,Hatchback,Lucknow
529,2018 Honda Jazz VX CVT,₹ 6.92 Lakh,Jun-18,1199 cc,Third Party,Automatic,"55,374 Kms",First Owner,Petrol,88.7bhp,5,18.2 kmpl,Hatchback,Lucknow
530,2018 Honda City i-VTEC V,₹ 6.49 Lakh,Dec-18,1497 cc,Third Party,Manual,"57,243 Kms",First Owner,Petrol,117.6bhp,5,17.4 kmpl,Sedan,Lucknow
531,2014 Maruti Celerio VXI AMT,₹ 2.92 Lakh,Dec-14,998 cc,Comprehensive,Automatic,"65,187 Kms",First Owner,Petrol,65.71bhp,5,26.68 kmpl,Hatchback,Lucknow
532,2013 Maruti Wagon R VXI BS IV,₹ 2.25 Lakh,May-13,998 cc,Third Party insurance,Manual,"82,871 Kms",Second Owner,Petrol,67.1bhp,5,18.9 kmpl,Hatchback,Lucknow
